MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:88293	Cacna1d	calcium channel, voltage-dependent, L type, alpha 1D subunit	14		voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels	happens in cochlear hair cell ribbon synapse		IDA		J:63515 	
MGI:88293	Cacna1d	calcium channel, voltage-dependent, L type, alpha 1D subunit	14		voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels	happens in cochlear hair cell ribbon synapse		IMP		J:63515 	
MGI:88293	Cacna1d	calcium channel, voltage-dependent, L type, alpha 1D subunit	14		voltage-gated calcium channel activity involved SA node cell action potential	happens in sinoatrial node,happens in cardiac pacemaker cell of sinoatrial node		IMP	MGI:2180141 	J:151611 	
MGI:88293	Cacna1d	calcium channel, voltage-dependent, L type, alpha 1D subunit	14		voltage-gated calcium channel activity involved SA node cell action potential			ISO	Q01668 	J:164563 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity			IBA	PTN001295314 	J:265628 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity	happens in sperm		IMP	MGI:2179732 	J:76164 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity	happens in dorsal root ganglion,happens in neuron|happens in cerebellum granule cell layer,happens in granule cell		IMP	MGI:2180170 	J:66144 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity	happens in amygdala,happens in CNS neuron (sensu Vertebrata)		IMP	MGI:2451031 	J:81788 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity	happens in heart		IMP	MGI:3526823 	J:105291 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity	happens in islets of Langerhans,happens in type B pancreatic cell		IMP	MGI:3526823 	J:95377 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity	happens in endocrine pancreas,happens in pancreatic D cell		IMP	MGI:3526823 	J:129620 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity	happens in dorsal root ganglion,happens in neuron		IMP		J:102559 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity			IMP		J:89452 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity			ISO	RGD:2246 	J:155856 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity			ISO	Q15878 	J:73065 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated calcium channel activity involved in regulation of presynaptic cytosolic calcium levels			ISO	RGD:2246 	J:155856 	
MGI:106217	Cacna1e	calcium channel, voltage-dependent, R type, alpha 1E subunit	1		voltage-gated cation channel activity			ISO	Q15878 	J:164563 	
MGI:1859639	Cacna1f	calcium channel, voltage-dependent, alpha 1F subunit	X		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:1859639	Cacna1f	calcium channel, voltage-dependent, alpha 1F subunit	X		high voltage-gated calcium channel activity			IBA	PTN000004694 	J:265628 	
MGI:1859639	Cacna1f	calcium channel, voltage-dependent, alpha 1F subunit	X		high voltage-gated calcium channel activity			ISO	O60840 	J:164563 	
MGI:1859639	Cacna1f	calcium channel, voltage-dependent, alpha 1F subunit	X		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1859639	Cacna1f	calcium channel, voltage-dependent, alpha 1F subunit	X		voltage-gated calcium channel activity			IBA	PTN001295314 	J:265628 	
MGI:1859639	Cacna1f	calcium channel, voltage-dependent, alpha 1F subunit	X		voltage-gated calcium channel activity	happens in retina		IMP	MGI:3609549 	J:102753 	
MGI:1859639	Cacna1f	calcium channel, voltage-dependent, alpha 1F subunit	X		voltage-gated calcium channel activity			ISO	O60840 	J:164563 	
MGI:1201678	Cacna1g	calcium channel, voltage-dependent, T type, alpha 1G subunit	11		low voltage-gated calcium channel activity			IBA	PTN000799039 	J:265628 	
MGI:1201678	Cacna1g	calcium channel, voltage-dependent, T type, alpha 1G subunit	11		low voltage-gated calcium channel activity	happens in sinoatrial node		IDA		J:122634 	
MGI:1201678	Cacna1g	calcium channel, voltage-dependent, T type, alpha 1G subunit	11		low voltage-gated calcium channel activity			ISO	RGD:68942 	J:155856 	
MGI:1201678	Cacna1g	calcium channel, voltage-dependent, T type, alpha 1G subunit	11		low voltage-gated calcium channel activity			ISO	O43497 	J:164563 	
MGI:1201678	Cacna1g	calcium channel, voltage-dependent, T type, alpha 1G subunit	11		voltage-gated calcium channel activity			IDA		J:74114 	
MGI:1201678	Cacna1g	calcium channel, voltage-dependent, T type, alpha 1G subunit	11		voltage-gated calcium channel activity involved in AV node cell action potential			IMP		J:122634 	
MGI:1201678	Cacna1g	calcium channel, voltage-dependent, T type, alpha 1G subunit	11		voltage-gated calcium channel activity involved SA node cell action potential			IMP		J:122634 	
MGI:1201678	Cacna1g	calcium channel, voltage-dependent, T type, alpha 1G subunit	11		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:1928842	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	17		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:1928842	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	17		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:1928842	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	17		low voltage-gated calcium channel activity			IBA	PTN000799039 	J:265628 	
MGI:1928842	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	17		low voltage-gated calcium channel activity			ISO	RGD:68943 	J:155856 	
MGI:1928842	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	17		low voltage-gated calcium channel activity			ISO	O95180 	J:164563 	
MGI:1928842	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	17		low voltage-gated calcium channel activity			ISS		J:67141 	
MGI:1928842	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	17		voltage-gated calcium channel activity			IEA	IPR005445 	J:72247 	
MGI:1928842	Cacna1h	calcium channel, voltage-dependent, T type, alpha 1H subunit	17		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:2178051	Cacna1i	calcium channel, voltage-dependent, alpha 1I subunit	15		low voltage-gated calcium channel activity			IBA	PTN000799039 	J:265628 	
MGI:2178051	Cacna1i	calcium channel, voltage-dependent, alpha 1I subunit	15		low voltage-gated calcium channel activity			ISO	RGD:68944 	J:155856 	
MGI:2178051	Cacna1i	calcium channel, voltage-dependent, alpha 1I subunit	15		low voltage-gated calcium channel activity			ISO	Q9Z0Y8 	J:73065 	
MGI:2178051	Cacna1i	calcium channel, voltage-dependent, alpha 1I subunit	15		voltage-gated sodium channel activity			IBA	PTN000004137 	J:265628 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		high voltage-gated calcium channel activity			IBA	PTN000004694 	J:265628 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		high voltage-gated calcium channel activity			ISO	RGD:70983 	J:155856 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		high voltage-gated calcium channel activity			ISO	Q13698 	J:164563 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		ion channel activity			IEA	IPR005821 	J:72247 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		voltage-gated calcium channel activity			IBA	PTN001295314 	J:265628 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		voltage-gated calcium channel activity			IDA		J:87930 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		voltage-gated calcium channel activity			IMP	MGI:1856326 	J:103273 	
MGI:88294	Cacna1s	calcium channel, voltage-dependent, L type, alpha 1S subunit	1		voltage-gated calcium channel activity			ISO	Q13698 	J:164563 	
MGI:88295	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	5		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:88295	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	5		voltage-gated calcium channel activity			IBA	PTN000018330 	J:265628 	
MGI:88295	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	5	contributes_to	voltage-gated calcium channel activity			ISO	P54289 	J:164563 	
MGI:88295	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	5		voltage-gated calcium channel activity			ISO	RGD:2247 	J:155856 	
MGI:88295	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	5		voltage-gated calcium channel activity			ISO	P54289 	J:164563 	
MGI:88295	Cacna2d1	calcium channel, voltage-dependent, alpha2/delta subunit 1	5	contributes_to	voltage-gated calcium channel activity involved in bundle of His cell action potential			ISO	P54289 	J:164563 	
MGI:1929813	Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	9		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:1929813	Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	9		voltage-gated calcium channel activity			IBA	PTN000018330 	J:265628 	
MGI:1929813	Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	9		voltage-gated calcium channel activity			IDA		J:70845 	
MGI:1929813	Cacna2d2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	9		voltage-gated calcium channel activity			ISO	RGD:631360 	J:155856 	
MGI:1338890	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3	14		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:1338890	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3	14		voltage-gated calcium channel activity			IBA	PTN000018330 	J:265628 	
MGI:1338890	Cacna2d3	calcium channel, voltage-dependent, alpha2/delta subunit 3	14		voltage-gated calcium channel activity			ISO	RGD:631361 	J:155856 	
MGI:2442632	Cacna2d4	calcium channel, voltage-dependent, alpha 2/delta subunit 4	6		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:2442632	Cacna2d4	calcium channel, voltage-dependent, alpha 2/delta subunit 4	6		voltage-gated calcium channel activity			IBA	PTN000018330 	J:265628 	
MGI:2442632	Cacna2d4	calcium channel, voltage-dependent, alpha 2/delta subunit 4	6		voltage-gated calcium channel activity			ISO	Q7Z3S7 	J:164563 	
MGI:102522	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit	11		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:102522	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit	11		high voltage-gated calcium channel activity			IBA	PTN000930213 	J:265628 	
MGI:102522	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit	11		high voltage-gated calcium channel activity			IGI	MGI:109482 	J:75166 	
MGI:102522	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit	11		voltage-gated calcium channel activity			IDA		J:28892 	
MGI:102522	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit	11		voltage-gated calcium channel activity			IMP	MGI:2181804 	J:37052 J:103273 	
MGI:102522	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit	11	contributes_to	voltage-gated calcium channel activity			ISO	RGD:68382 	J:155856 	
MGI:102522	Cacnb1	calcium channel, voltage-dependent, beta 1 subunit	11		voltage-gated calcium channel activity			ISO	Q02641 	J:164563 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2		high voltage-gated calcium channel activity			IBA	PTN000930213 	J:265628 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2	contributes_to	high voltage-gated calcium channel activity			ISO	Q08289 	J:164563 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2		high voltage-gated calcium channel activity			TAS		J:59479 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2	contributes_to	voltage-gated calcium channel activity			ISO	RGD:67385 	J:155856 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2		voltage-gated calcium channel activity			ISO	Q08289 	J:164563 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2	contributes_to	voltage-gated calcium channel activity involved in AV node cell action potential			ISO	Q08289 	J:164563 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2	contributes_to	voltage-gated calcium channel activity involved in cardiac muscle cell action potential			ISO	Q08289 	J:164563 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2		voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels	happens in retina		IMP		J:80080 	
MGI:894644	Cacnb2	calcium channel, voltage-dependent, beta 2 subunit	2		voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels	happens in photoreceptor ribbon synapse		IMP		J:80080 	
MGI:103307	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	15		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:103307	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	15		high voltage-gated calcium channel activity			IBA	PTN000930213 	J:265628 	
MGI:103307	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	15	contributes_to	high voltage-gated calcium channel activity			ISO	RGD:2248 	J:155856 	
MGI:103307	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	15		high voltage-gated calcium channel activity			TAS		J:59479 	
MGI:103307	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	15	contributes_to	voltage-gated calcium channel activity			ISO	P54284 	J:164563 	
MGI:103307	Cacnb3	calcium channel, voltage-dependent, beta 3 subunit	15		voltage-gated calcium channel activity			ISO	RGD:2248 	J:155856 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		calcium channel activity			IEA	KW-0107 	J:60000 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		high voltage-gated calcium channel activity			IBA	PTN000930213 	J:265628 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2	contributes_to	high voltage-gated calcium channel activity			ISO	O00305 	J:164563 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		high voltage-gated calcium channel activity			TAS		J:59479 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		voltage-gated calcium channel activity	happens in forebrain|happens in cerebellum		IMP	MGI:1856936 	J:49244 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		voltage-gated calcium channel activity	happens in thalamus,happens in CNS neuron (sensu Vertebrata)		IMP	MGI:1856936 	J:106959 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2	contributes_to	voltage-gated calcium channel activity			ISO	O00305 	J:164563 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		voltage-gated calcium channel activity			ISO	RGD:68385 	J:155856 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels	happens in glutamatergic synapse,happens in thalamus		IDA		J:56225 	
MGI:103301	Cacnb4	calcium channel, voltage-dependent, beta 4 subunit	2		voltage-gated calcium channel activity involved in positive regulation of presynaptic cytosolic calcium levels	happens in glutamatergic synapse,happens in thalamus		IMP		J:56225 	
